id_estudante,matricula,nome,id_curso,ano_ingresso,situacao,bairro,cidade
1,6030039913,Felipe da Conceição,5,2022,ATIVO,Centro,Maceió
2,1067004398,José Siqueira,5,2024,ATIVO,Rio Novo,Maceió
3,2313394522,Rebeca Costa,6,2022,ATIVO,Poço,Maceió
4,2930751749,Ravi Ribeiro,5,2026,ATIVO,Tabuleiro do Martins,Maceió
5,6729848709,Vinícius Rocha,3,2023,ATIVO,Benedito Bentes,Maceió
6,3326338643,Luara Guerra,5,2026,ATIVO,Ponta Verde,Maceió
7,4478153977,Alana Lima,6,2026,ATIVO,Poço,Maceió
8,5170128796,Anna Liz Martins,4,2024,ATIVO,Riacho Doce,Maceió
9,9440681269,Ana Júlia Fogaça,7,2024,ATIVO,Pajuçara,Maceió
10,554650892,Melina Peixoto,7,2025,ATIVO,Tabuleiro do Martins,Maceió
11,756012761,Antônio Cavalcante,1,2025,ATIVO,Serraria,Maceió
12,7815414831,Otávio Pires,3,2023,ATIVO,Gruta de Lourdes,Maceió
13,369448323,André Garcia,2,2024,ATIVO,Santa Amélia,Maceió
14,1416040795,Maria Luiza Costa,7,2023,ATIVO,Poço,Maceió
15,4182570672,Hadassa Macedo,1,2024,ATIVO,Garça Torta,Maceió
16,9696217564,Carolina Fogaça,2,2022,ATIVO,Santo Amaro,Maceió
17,239735157,Clarice Pereira,1,2023,ATIVO,Ponta da Terra,Maceió
18,8337491057,Calebe Campos,4,2024,ATIVO,Ponta Grossa,Maceió
19,4911992648,Felipe Jesus,7,2026,ATIVO,Clima Bom,Maceió
20,6704296769,Isabel da Cunha,4,2026,ATIVO,Pajuçara,Maceió
21,7826927051,Brayan Montenegro,3,2024,ATIVO,Ipioca,Maceió
22,1235723455,Ana Julia Fernandes,2,2026,ATIVO,Cruz das Almas,Maceió
23,5224063897,Maitê Guerra,2,2025,ATIVO,Cruz das Almas,Maceió
24,5952566896,Fernando Andrade,2,2023,ATIVO,Petrópolis,Maceió
25,8259377416,Melina da Conceição,2,2024,ATIVO,Levada,Maceió
26,2810343449,Luana Caldeira,4,2024,ATIVO,Santa Lúcia,Maceió
27,7390458648,Josué Gomes,3,2022,ATIVO,Centro,Maceió
28,5567895705,Pedro Lucas Leão,2,2023,ATIVO,Fernão Velho,Maceió
29,1100424496,Laís Rodrigues,1,2024,ATIVO,Ipioca,Maceió
30,8051315849,Yasmin Cardoso,4,2023,ATIVO,Fernão Velho,Maceió
31,5398068477,Nicolas Ribeiro,6,2022,ATIVO,Fernão Velho,Maceió
32,4979670215,Maysa Correia,1,2026,ATIVO,Jacarecica,Maceió
33,5926301240,Luiz Felipe Abreu,3,2022,ATIVO,Chã de Bebedouro,Maceió
34,7159973813,Evelyn Rios,5,2025,ATIVO,Ponta da Terra,Maceió
35,2868251449,Joana Ribeiro,2,2024,ATIVO,Centro,Maceió
36,3033363847,Manuella Ribeiro,6,2026,ATIVO,Centro,Maceió
37,1717560104,Theodoro Nascimento,5,2025,ATIVO,Santa Izabel,Penedo
38,869721873,Luana Rocha,4,2024,ATIVO,Mutange,Maceió
39,4253969137,Melina Costela,7,2026,ATIVO,Santos Dumont,Maceió
40,9723404536,Nina Novais,2,2025,ATIVO,Antares,Maceió
41,7597523236,Antônio Caldeira,4,2024,ATIVO,Centro,Maceió
42,7758328789,Arthur Gabriel Araújo,5,2025,ATIVO,Feitosa,Maceió
43,6084993487,Gael Sá,4,2022,ATIVO,Jatiúca,Maceió
44,5990023568,João Marques,6,2026,ATIVO,Jaraguá,Maceió
45,1413288224,Pietro Sales,1,2025,ATIVO,Ipioca,Maceió
46,7309350318,Emanuelly Fonseca,3,2024,ATIVO,Mutange,Maceió
47,1074462052,Ravi Oliveira,4,2024,ATIVO,Jacintinho,Maceió
